,Item,Ref_Wave,Test_Wave,Mushra_Scores,Utterance,Folder,Condition,Codec,Rate_kbps,sampleMOS,conditionMOS,conditionCI,DataBase,sampleSTD,sampleCI,Degradation,sumVotes,CodecCombination,Q_Value_dB,EXP,NoiseType,ErrorType,ErrorRate%,warp_q_mfcc,warp_q_mel,pesq
0,,resources/TCDvoip/Test_Set/ECHO/ref/R_01_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_01_ECHO_FA.wav,,,,1,,,4.583333333,4.677083333,0.107383045,TCDvoip,0.653862548,0.261599502,ECHO,110,,,,,,,0.0,0.0,4.643888473510742
1,,resources/TCDvoip/Test_Set/ECHO/ref/R_01_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_01_ECHO_FG.wav,,,,1,,,4.708333333,4.677083333,0.107383045,TCDvoip,0.464305621,0.185760937,ECHO,113,,,,,,,0.0,0.0,4.643888473510742
2,,resources/TCDvoip/Test_Set/ECHO/ref/R_01_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_01_ECHO_MK.wav,,,,1,,,4.875,4.677083333,0.107383045,TCDvoip,0.337831962,0.135160935,ECHO,117,,,,,,,0.0,0.0,4.643888473510742
3,,resources/TCDvoip/Test_Set/ECHO/ref/R_01_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_01_ECHO_ML.wav,,,,1,,,4.541666667,4.677083333,0.107383045,TCDvoip,0.65800533,0.26325696,ECHO,109,,,,,,,0.0,0.0,4.643888473510742
4,,resources/TCDvoip/Test_Set/ECHO/ref/R_02_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_02_ECHO_FA.wav,,,,2,,,4.541666667,4.635416667,0.1225,TCDvoip,0.721060009,0.288484086,ECHO,109,,,,,,,0.12420919183098639,0.19766959328455494,4.450554847717285
5,,resources/TCDvoip/Test_Set/ECHO/ref/R_02_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_02_ECHO_FG.wav,,,,2,,,4.75,4.635416667,0.1225,TCDvoip,0.531609533,0.212688109,ECHO,114,,,,,,,0.15295194619695424,0.21872006906298672,4.379987716674805
6,,resources/TCDvoip/Test_Set/ECHO/ref/R_02_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_02_ECHO_MK.wav,,,,2,,,4.583333333,4.635416667,0.1225,TCDvoip,0.653862548,0.261599502,ECHO,110,,,,,,,0.13409895405169775,0.2091225055957835,4.368439674377441
7,,resources/TCDvoip/Test_Set/ECHO/ref/R_02_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_02_ECHO_ML.wav,,,,2,,,4.666666667,4.635416667,0.1225,TCDvoip,0.564659703,0.225910931,ECHO,112,,,,,,,0.11950454897643857,0.19371912940443475,4.3943915367126465
8,,resources/TCDvoip/Test_Set/ECHO/ref/R_03_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_03_ECHO_FA.wav,,,,3,,,4.625,4.604166667,0.116553015,TCDvoip,0.646898957,0.258813486,ECHO,111,,,,,,,0.10178774457847962,0.009860384727587245,4.541463375091553
9,,resources/TCDvoip/Test_Set/ECHO/ref/R_03_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_03_ECHO_FG.wav,,,,3,,,4.666666667,4.604166667,0.116553015,TCDvoip,0.481543412,0.192657489,ECHO,112,,,,,,,0.12010225051840154,0.013200065149498518,4.534121990203857
